index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
200,289,AdobeCare,False,Thu Oct 26 18:00:35 +0000 2017,"@115776 Hi Keelin,
Sorry for the inconvenience. I am able to export SVG in AI CC 2018. Would you mind sharing your workflow, sample file/screenshot? https://t.co/iuwZCjz4Or",288,290.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário expressa uma solicitação de ajuda de forma educada e profissional, sem demonstrar emoções fortes. A frase 'Sorry for the inconvenience' indica uma tentativa de ser cortês, mas não revela um sentimento positivo ou negativo claro. O foco está na resolução de um problema técnico.""
}",Neutro,"O usuário expressa uma solicitação de ajuda de forma educada e profissional, sem demonstrar emoções fortes. A frase 'Sorry for the inconvenience' indica uma tentativa de ser cortês, mas não revela um sentimento positivo ou negativo claro. O foco está na resolução de um problema técnico."
201,290,115776,True,Thu Oct 26 17:20:44 +0000 2017,So apparently the new version of @115777 @115778 has this cool feature where you can't export SVGs. Sick update guys.,289,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento com a nova atualização, mencionando que a nova versão tem uma 'característica legal' que impede a exportação de SVGs, usando a palavra 'Sick' de forma sarcástica. Isso indica uma insatisfação com a mudança.""
}",Negativo,"O usuário expressa descontentamento com a nova atualização, mencionando que a nova versão tem uma 'característica legal' que impede a exportação de SVGs, usando a palavra 'Sick' de forma sarcástica. Isso indica uma insatisfação com a mudança."
202,291,AdobeCare,False,Tue Oct 31 21:53:11 +0000 2017,"@115779 Hi Duncan, please update Lightroom to 6.13 from the following link: https://t.co/9vaI2tzHd6 .  ^Tanuj",,292.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta para atualizar um software, sem expressar emoções positivas ou negativas. O tom é objetivo e informativo, como demonstrado pela frase: 'please update Lightroom to 6.13 from the following link'.""
}",Neutro,"A mensagem do usuário é uma solicitação direta para atualizar um software, sem expressar emoções positivas ou negativas. O tom é objetivo e informativo, como demonstrado pela frase: 'please update Lightroom to 6.13 from the following link'."
203,292,115779,True,Fri Oct 27 13:53:45 +0000 2017,@115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!,291,293.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e insegurança em relação à atualização do programa, indicando um sentimento de apreensão. A frase 'I'm worried as if I update my LR6 standalone programme I could lose it' demonstra claramente essa ansiedade em relação à possibilidade de perda, o que caracteriza um tom negativo.""
}",Negativo,"O usuário expressa preocupação e insegurança em relação à atualização do programa, indicando um sentimento de apreensão. A frase 'I'm worried as if I update my LR6 standalone programme I could lose it' demonstra claramente essa ansiedade em relação à possibilidade de perda, o que caracteriza um tom negativo."
204,293,115769,True,Wed Oct 18 14:07:45 +0000 2017,"Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown: https://t.co/f1FGfdJaNk
https://t.co/6fsIV6WLRV",292,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""As mensagens do usuário são informativas e não expressam emoções claras. O uso de 'Whoa!' pode indicar surpresa, mas não é suficiente para classificar como positivo ou negativo. A mensagem se concentra em compartilhar um link e informações sobre um evento, sem expressar uma opinião ou sentimento forte.""
}",Neutro,"As mensagens do usuário são informativas e não expressam emoções claras. O uso de 'Whoa!' pode indicar surpresa, mas não é suficiente para classificar como positivo ou negativo. A mensagem se concentra em compartilhar um link e informações sobre um evento, sem expressar uma opinião ou sentimento forte."
205,294,AdobeCare,False,Tue Oct 31 21:52:49 +0000 2017,"@115780 Hi Lauren, can you try changing your forum screen name at https://t.co/gF69gbjWAQ? That should do the trick! ^Madison",,295.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma sugestão prática e não expressa emoções fortes, seja positivas ou negativas. O tom é informativo e direto, como demonstrado na frase: 'can you try changing your forum screen name'.""
}",Neutro,"A mensagem do usuário é uma sugestão prática e não expressa emoções fortes, seja positivas ou negativas. O tom é informativo e direto, como demonstrado na frase: 'can you try changing your forum screen name'."
206,295,115780,True,Tue Oct 31 17:01:38 +0000 2017,@115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t,294,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração em relação ao fórum online, afirmando que ele 'está sempre quebrado', o que indica insatisfação. A menção de limpar cookies sem sucesso reforça a ideia de que o problema persiste, contribuindo para um tom negativo.""
}",Negativo,"O usuário expressa frustração em relação ao fórum online, afirmando que ele 'está sempre quebrado', o que indica insatisfação. A menção de limpar cookies sem sucesso reforça a ideia de que o problema persiste, contribuindo para um tom negativo."
207,296,AdobeCare,False,Tue Oct 31 21:46:19 +0000 2017,"@115781 Hi Jake, any screenshots you can share? What are you export settings? Is this happening on all files with links? ^Wren",297,298.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""As mensagens do usuário são perguntas diretas e informativas, sem expressar emoções positivas ou negativas. O foco está em obter informações sobre capturas de tela e configurações de exportação, o que indica uma intenção de resolver um problema, mas não há um tom emocional evidente.""
}",Neutro,"As mensagens do usuário são perguntas diretas e informativas, sem expressar emoções positivas ou negativas. O foco está em obter informações sobre capturas de tela e configurações de exportação, o que indica uma intenção de resolver um problema, mas não há um tom emocional evidente."
208,297,115781,True,Thu Nov 02 19:11:14 +0000 2017,"@AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc","299,300",296.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está compartilhando informações técnicas sobre exportações de arquivos, sem expressar emoções positivas ou negativas. A frase é objetiva e informativa, como demonstrado na parte 'Export settings are unchanged from default'.""
}",Neutro,"O usuário está compartilhando informações técnicas sobre exportações de arquivos, sem expressar emoções positivas ou negativas. A frase é objetiva e informativa, como demonstrado na parte 'Export settings are unchanged from default'."
209,299,AdobeCare,False,Tue Nov 07 20:42:55 +0000 2017,"@115781 Hi Jack, is there any way you could send me a file to try exporting on my end to try and replicate? ^Wren https://t.co/iuwZCjz4Or",,297.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções positivas ou negativas. O tom é profissional e focado na tarefa, como demonstrado na frase: 'is there any way you could send me a file to try exporting on my end'.""
}",Neutro,"A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções positivas ou negativas. O tom é profissional e focado na tarefa, como demonstrado na frase: 'is there any way you could send me a file to try exporting on my end'."
210,300,AdobeCare,False,Thu Nov 02 19:14:22 +0000 2017,"@115781 Hi Jack, we're looping the expert back into this conversation. Thanks! ^AJ",301,297.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções fortes, apenas comunica que um especialista está sendo incluído na conversa. O tom é neutro, sem indicações de satisfação ou insatisfação.""
}",Neutro,"A mensagem do usuário é informativa e não expressa emoções fortes, apenas comunica que um especialista está sendo incluído na conversa. O tom é neutro, sem indicações de satisfação ou insatisfação."
211,301,115781,True,Fri Nov 03 15:01:38 +0000 2017,@AdobeCare Solved this via phone support,,300.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou satisfação ao resolver um problema através do suporte telefônico, indicando uma experiência positiva. O uso da palavra 'Solved' sugere que a situação foi resolvida de forma satisfatória.""
}",Positivo,"O usuário expressou satisfação ao resolver um problema através do suporte telefônico, indicando uma experiência positiva. O uso da palavra 'Solved' sugere que a situação foi resolvida de forma satisfatória."
212,298,115781,True,Tue Oct 31 18:07:49 +0000 2017,"@AdobeCare InDesign 13.0 is exporting all PDFs with blurry links, but links are not missing in INDD file. JPG export is not blurry. Help!","296,302",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração com um problema técnico específico, mencionando que os PDFs exportados estão com links borrados, o que indica insatisfação com o desempenho do software. A frase 'Help!' reforça a urgência e a necessidade de assistência, evidenciando um sentimento negativo em relação à situação.""
}",Negativo,"O usuário expressa frustração com um problema técnico específico, mencionando que os PDFs exportados estão com links borrados, o que indica insatisfação com o desempenho do software. A frase 'Help!' reforça a urgência e a necessidade de assistência, evidenciando um sentimento negativo em relação à situação."
213,303,AirbnbHelp,False,Tue Oct 31 22:09:51 +0000 2017,@115782 Thank you for that. We have responded to your DM with more information.,,304.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão ao agradecer pela informação recebida, o que indica um sentimento positivo. O trecho 'Thank you for that' demonstra apreciação e satisfação com a resposta recebida.""
}",Positivo,"O usuário expressa gratidão ao agradecer pela informação recebida, o que indica um sentimento positivo. O trecho 'Thank you for that' demonstra apreciação e satisfação com a resposta recebida."
214,304,115782,True,Tue Oct 31 22:04:54 +0000 2017,@AirbnbHelp I've just sent you a message with details. Thanks for your help,303,305.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão ao mencionar 'Thanks for your help', o que indica uma atitude positiva em relação ao suporte recebido. A mensagem é cordial e demonstra uma expectativa favorável em relação à assistência solicitada.""
}",Positivo,"O usuário expressa gratidão ao mencionar 'Thanks for your help', o que indica uma atitude positiva em relação ao suporte recebido. A mensagem é cordial e demonstra uma expectativa favorável em relação à assistência solicitada."
215,305,AirbnbHelp,False,Tue Oct 31 21:46:05 +0000 2017,"@115782 Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.",304,306.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário não expressou emoções positivas ou negativas, apenas fez um pedido de ajuda de forma direta e objetiva. A mensagem é informativa e não contém elementos que indiquem um sentimento forte, como frustração ou satisfação.""
}",Neutro,"O usuário não expressou emoções positivas ou negativas, apenas fez um pedido de ajuda de forma direta e objetiva. A mensagem é informativa e não contém elementos que indiquem um sentimento forte, como frustração ou satisfação."
216,306,115782,True,Tue Oct 31 21:43:40 +0000 2017,"Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq",305,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento ao descrever uma experiência ruim com um alojamento, mencionando que não corresponde ao que foi reservado, está sujo e em uma localização indesejada, além de estar superlotado. Isso é evidenciado pela frase: 'ne ressemble pas à celui que tu as réservé' e 'd'être sale et en sous-sol'.""
}",Negativo,"O usuário expressa descontentamento ao descrever uma experiência ruim com um alojamento, mencionando que não corresponde ao que foi reservado, está sujo e em uma localização indesejada, além de estar superlotado. Isso é evidenciado pela frase: 'ne ressemble pas à celui que tu as réservé' e 'd'être sale et en sous-sol'."
217,307,AirbnbHelp,False,Tue Oct 31 21:49:58 +0000 2017,@115784 We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.,,308.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressou uma insatisfação ou problema, o que é indicado pela frase 'We are sorry to hear this', sugerindo que houve uma experiência negativa que precisa ser resolvida.""
}",Negativo,"O usuário expressou uma insatisfação ou problema, o que é indicado pela frase 'We are sorry to hear this', sugerindo que houve uma experiência negativa que precisa ser resolvida."
218,308,115784,True,Tue Oct 31 21:48:16 +0000 2017,@115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.,307,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e insatisfação em relação à situação com a reserva, mencionando 'Misrepresentation by host' e a falta de resposta ao seu pedido de cancelamento e reembolso, o que indica um sentimento de descontentamento.""
}",Negativo,"O usuário expressa frustração e insatisfação em relação à situação com a reserva, mencionando 'Misrepresentation by host' e a falta de resposta ao seu pedido de cancelamento e reembolso, o que indica um sentimento de descontentamento."
219,309,XboxSupport,False,Tue Oct 31 22:13:28 +0000 2017,@115785 Hi there! We'd recommend reaching out to the chat team here: https://t.co/UrUi80i54l ^JA,310,311.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma recomendação prática e não expressa emoções positivas ou negativas. O tom é informativo e direto, sem indícios de entusiasmo ou descontentamento.""
}",Neutro,"A mensagem do usuário é uma recomendação prática e não expressa emoções positivas ou negativas. O tom é informativo e direto, sem indícios de entusiasmo ou descontentamento."
220,310,115785,True,Tue Oct 31 22:14:11 +0000 2017,@XboxSupport They have no info either..,312,309.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao afirmar que 'They have no info either..', indicando insatisfação com a falta de informações disponíveis, o que sugere um sentimento negativo em relação à situação.""
}",Negativo,"O usuário expressa frustração ao afirmar que 'They have no info either..', indicando insatisfação com a falta de informações disponíveis, o que sugere um sentimento negativo em relação à situação."
221,312,XboxSupport,False,Tue Oct 31 22:52:52 +0000 2017,@115785 We'd recommend keeping an eye out on your email that is associated with your account for further info.  ^JA,313,310.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções fortes, apenas sugere que o usuário fique atento ao e-mail associado à conta. Não há sinais de entusiasmo ou descontentamento.""
}",Neutro,"A mensagem do usuário é informativa e não expressa emoções fortes, apenas sugere que o usuário fique atento ao e-mail associado à conta. Não há sinais de entusiasmo ou descontentamento."
222,313,115785,True,Wed Nov 01 00:50:56 +0000 2017,@XboxSupport Lol so there's no one @115786 who can say when they're going to be shipped...? That's kinda weird,"314,315",312.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e confusão ao questionar a falta de informações sobre o envio, o que indica insatisfação. O uso de 'kinda weird' sugere uma crítica à situação.""
}",Negativo,"O usuário expressa frustração e confusão ao questionar a falta de informações sobre o envio, o que indica insatisfação. O uso de 'kinda weird' sugere uma crítica à situação."
223,314,115785,True,Wed Nov 01 00:59:24 +0000 2017,@XboxSupport @115786 When someone @115786 or @15913 @115787 @115788 knows when the xbox one x ships let us know.  Lol shouldn't b a mystery..,,313.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário expressa uma solicitação de informação de forma leve e descontraída, utilizando 'Lol' para indicar que não está realmente frustrado, mas sim curioso. A frase 'não deveria ser um mistério' sugere uma leve insatisfação, mas não é forte o suficiente para classificar como negativo.""
}",Neutro,"O usuário expressa uma solicitação de informação de forma leve e descontraída, utilizando 'Lol' para indicar que não está realmente frustrado, mas sim curioso. A frase 'não deveria ser um mistério' sugere uma leve insatisfação, mas não é forte o suficiente para classificar como negativo."
224,315,XboxSupport,False,Wed Nov 01 01:09:18 +0000 2017,"@115785 @115786 Did you pre-order this console via the Microsoft store? If so, then let's have you reach out here: https://t.co/jY7fDjTzLd ^JA","316,317",313.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O foco está em direcionar os participantes a um link para suporte, sem qualquer indicação de satisfação ou insatisfação.""
}",Neutro,"A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O foco está em direcionar os participantes a um link para suporte, sem qualquer indicação de satisfação ou insatisfação."
225,316,115785,True,Wed Nov 01 01:13:10 +0000 2017,"@XboxSupport @115786 Kinda need to make sure I have 680$ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know #RealLifeStruggles",,315.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e frustração em relação à sua situação financeira, mencionando 'Kinda need to make sure I have 680$ cdn in my bank' e 'I dun just have cash laying around ya know #RealLifeStruggles', o que indica um sentimento de estresse e dificuldade.""
}",Negativo,"O usuário expressa preocupação e frustração em relação à sua situação financeira, mencionando 'Kinda need to make sure I have 680$ cdn in my bank' e 'I dun just have cash laying around ya know #RealLifeStruggles', o que indica um sentimento de estresse e dificuldade."
226,317,115785,True,Wed Nov 01 01:11:28 +0000 2017,@XboxSupport @115786 Already did they had me call and no one can answer the question.  I'm not trying to be a jerk but it's nuts no one has a answer..,,315.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e insatisfação com a falta de respostas, indicando um sentimento negativo. A frase 'it's nuts no one has a answer' demonstra claramente essa frustração.""
}",Negativo,"O usuário expressa frustração e insatisfação com a falta de respostas, indicando um sentimento negativo. A frase 'it's nuts no one has a answer' demonstra claramente essa frustração."
227,311,115785,True,Tue Oct 31 20:04:15 +0000 2017,@XboxSupport @115786 @115787 @15913 Would like to know so I can make sure I have enough money for it...,309,318.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta sobre a necessidade de dinheiro para uma compra, sem expressar emoções positivas ou negativas. A frase é informativa e objetiva, indicando uma preocupação prática, mas não revela um sentimento forte. O trecho que demonstra isso é: 'Would like to know so I can make sure I have enough money for it...'.""
}",Neutro,"O usuário está fazendo uma pergunta sobre a necessidade de dinheiro para uma compra, sem expressar emoções positivas ou negativas. A frase é informativa e objetiva, indicando uma preocupação prática, mas não revela um sentimento forte. O trecho que demonstra isso é: 'Would like to know so I can make sure I have enough money for it...'."
228,318,115785,True,Tue Oct 31 20:03:55 +0000 2017,@XboxSupport @115786 @115787 @15913 can anyone let me know when our pre orders are going to be shipped for xbox one x??,311,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta direta sobre o status das pré-vendas do Xbox One X, sem expressar emoções positivas ou negativas. A solicitação é factual e não demonstra frustração ou entusiasmo, como evidenciado pela frase: 'can anyone let me know when our pre orders are going to be shipped for xbox one x??'""
}",Neutro,"O usuário está fazendo uma pergunta direta sobre o status das pré-vendas do Xbox One X, sem expressar emoções positivas ou negativas. A solicitação é factual e não demonstra frustração ou entusiasmo, como evidenciado pela frase: 'can anyone let me know when our pre orders are going to be shipped for xbox one x??'"
229,319,XboxSupport,False,Tue Oct 31 22:12:17 +0000 2017,@115789 Hello! Would you mind following us and sending a DM with your gamertag and the code you redeemed?  ^RR,,320.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções positivas ou negativas. O tom é neutro, focando apenas na ação de seguir e enviar informações, sem qualquer indicação de entusiasmo ou descontentamento.""
}",Neutro,"A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções positivas ou negativas. O tom é neutro, focando apenas na ação de seguir e enviar informações, sem qualquer indicação de entusiasmo ou descontentamento."
230,320,115789,True,Tue Oct 31 21:17:16 +0000 2017,@115790 @XboxSupport redeemed a code for fifa points this afternoon and still haven't got it. Why is this?,319,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao mencionar que não recebeu os FIFA points após resgatar um código, questionando o motivo disso. A insatisfação é evidente na forma como a mensagem é estruturada, indicando um sentimento negativo em relação à situação.""
}",Negativo,"O usuário expressa frustração ao mencionar que não recebeu os FIFA points após resgatar um código, questionando o motivo disso. A insatisfação é evidente na forma como a mensagem é estruturada, indicando um sentimento negativo em relação à situação."
231,321,XboxSupport,False,Tue Oct 31 22:03:03 +0000 2017,@115791 Can you show us what is appearing on your screen? ^RM,322,323.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções ou sentimentos claros. A frase 'Can you show us what is appearing on your screen?' é uma pergunta prática que não indica um tom positivo ou negativo.""
}",Neutro,"A mensagem do usuário é uma solicitação direta e objetiva, sem expressar emoções ou sentimentos claros. A frase 'Can you show us what is appearing on your screen?' é uma pergunta prática que não indica um tom positivo ou negativo."
232,322,115791,True,Wed Nov 01 01:47:45 +0000 2017,@XboxSupport This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it! https://t.co/jnMIVOlNbS,,321.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e incerteza sobre um problema técnico, mencionando que teve que entrar em contato com a sede anteriormente, o que indica uma experiência negativa. A frase 'Not sure if it's Xbox side or my5 side that's broken?' demonstra confusão e insatisfação com a situação.""
}",Negativo,"O usuário expressa frustração e incerteza sobre um problema técnico, mencionando que teve que entrar em contato com a sede anteriormente, o que indica uma experiência negativa. A frase 'Not sure if it's Xbox side or my5 side that's broken?' demonstra confusão e insatisfação com a situação."
233,323,115791,True,Tue Oct 31 19:39:09 +0000 2017,"@1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app",321,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que o aplicativo não está funcionando e menciona um erro específico, além de ter tentado uma solução sem sucesso. Isso indica insatisfação com o serviço, como demonstrado na frase: 'the 5 app on Xboxes not working error code 200'.""
}",Negativo,"O usuário expressa frustração ao relatar que o aplicativo não está funcionando e menciona um erro específico, além de ter tentado uma solução sem sucesso. Isso indica insatisfação com o serviço, como demonstrado na frase: 'the 5 app on Xboxes not working error code 200'."
234,324,AmazonHelp,False,Wed Nov 22 09:06:00 +0000 2017,@115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET,,325.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma resposta informativa e técnica, sem expressar emoções positivas ou negativas. O foco está em fornecer instruções sobre como resolver um problema, o que indica uma abordagem prática e objetiva.""
}",Neutro,"A mensagem do usuário é uma resposta informativa e técnica, sem expressar emoções positivas ou negativas. O foco está em fornecer instruções sobre como resolver um problema, o que indica uma abordagem prática e objetiva."
235,325,115792,True,Wed Nov 22 08:55:35 +0000 2017,amazonプライムビデオ、再生エラーが多いです,324,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa insatisfação ao mencionar que há 'muitos erros de reprodução' no Amazon Prime Video, o que indica uma experiência frustrante. A frase reflete claramente um descontentamento com o serviço.""
}",Negativo,"O usuário expressa insatisfação ao mencionar que há 'muitos erros de reprodução' no Amazon Prime Video, o que indica uma experiência frustrante. A frase reflete claramente um descontentamento com o serviço."
236,326,nationalrailenq,False,Tue Oct 31 22:14:15 +0000 2017,"@115793 @115794 Hi. Emergency services are dealing with an incident, info here: https://t.co/XSpQ4dhtvk",,327.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""A mensagem do usuário menciona que os serviços de emergência estão lidando com um incidente, o que sugere uma situação preocupante ou grave. O uso da palavra 'emergency' e a referência a um 'incidente' indicam um tom sério e potencialmente alarmante.""
}",Negativo,"A mensagem do usuário menciona que os serviços de emergência estão lidando com um incidente, o que sugere uma situação preocupante ou grave. O uso da palavra 'emergency' e a referência a um 'incidente' indicam um tom sério e potencialmente alarmante."
237,327,115793,True,Tue Oct 31 22:03:04 +0000 2017,"@115794 @115795 my colleagues @nationalrailenq for more info on how this is affecting services, thanks. 2/2 ^JP",326,328.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O usuário está apenas solicitando informações sobre como a situação está afetando os serviços, o que indica uma abordagem neutra. O trecho 'my colleagues @nationalrailenq for more info' demonstra uma busca por esclarecimento sem um tom emocional evidente.""
}",Neutro,"A mensagem do usuário é informativa e não expressa emoções positivas ou negativas. O usuário está apenas solicitando informações sobre como a situação está afetando os serviços, o que indica uma abordagem neutra. O trecho 'my colleagues @nationalrailenq for more info' demonstra uma busca por esclarecimento sem um tom emocional evidente."
238,328,115794,True,Tue Oct 31 21:57:43 +0000 2017,@115795 @115796 Ah maybe @115793 could help on this one,327,329.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário sugere que outra pessoa poderia ajudar, sem expressar emoções fortes ou opiniões positivas ou negativas. O uso da palavra 'maybe' indica incerteza, o que contribui para um tom neutro.""
}",Neutro,"A mensagem do usuário sugere que outra pessoa poderia ajudar, sem expressar emoções fortes ou opiniões positivas ou negativas. O uso da palavra 'maybe' indica incerteza, o que contribui para um tom neutro."
239,329,115795,True,Tue Oct 31 21:56:54 +0000 2017,"@115794 @115796 Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours",328,330.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que seu parceiro teve que pegar um táxi devido à falta de trens para Preston, o que indica uma situação inconveniente. A frase 'no trains into Preston for a few hours' sugere um problema que causou desconforto.""
}",Negativo,"O usuário expressa frustração ao relatar que seu parceiro teve que pegar um táxi devido à falta de trens para Preston, o que indica uma situação inconveniente. A frase 'no trains into Preston for a few hours' sugere um problema que causou desconforto."
240,330,115794,True,Tue Oct 31 21:55:35 +0000 2017,@115795 @115796 What have you seen?,329,331.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma pergunta simples e direta, sem expressar emoções ou opiniões claras. O tom é informativo e não sugere um sentimento positivo ou negativo. O trecho que demonstra isso é: 'What have you seen?'.""
}",Neutro,"A mensagem do usuário é uma pergunta simples e direta, sem expressar emoções ou opiniões claras. O tom é informativo e não sugere um sentimento positivo ou negativo. O trecho que demonstra isso é: 'What have you seen?'."
241,331,115795,True,Tue Oct 31 21:48:40 +0000 2017,Something going on at Preston train station ? @115796,330,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma pergunta sobre uma situação específica na estação de trem de Preston, sem expressar emoções ou opiniões. A neutralidade da pergunta indica que o usuário está buscando informações, sem um sentimento positivo ou negativo evidente.""
}",Neutro,"A mensagem do usuário é uma pergunta sobre uma situação específica na estação de trem de Preston, sem expressar emoções ou opiniões. A neutralidade da pergunta indica que o usuário está buscando informações, sem um sentimento positivo ou negativo evidente."
242,332,AirAsiaSupport,False,Tue Oct 31 22:12:55 +0000 2017,"@115797 Hi Loreen,kindly DM us your booking number and attach guest passport copy, we'll fix it for you, see you there!- Anwar",333,334.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário não expressou emoções claras ou opiniões positivas ou negativas. A mensagem é uma solicitação direta de informações necessárias para resolver um problema, sem qualquer tom emocional evidente. A frase 'kindly DM us your booking number' demonstra uma abordagem profissional e objetiva.""
}",Neutro,"O usuário não expressou emoções claras ou opiniões positivas ou negativas. A mensagem é uma solicitação direta de informações necessárias para resolver um problema, sem qualquer tom emocional evidente. A frase 'kindly DM us your booking number' demonstra uma abordagem profissional e objetiva."
243,333,115797,True,Tue Oct 31 23:44:59 +0000 2017,@AirAsiaSupport Hi! I have DM u my booking # and passport picture thanks so much for quick action,335,332.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão ao mencionar 'thanks so much for quick action', o que indica satisfação com o atendimento recebido.""
}",Positivo,"O usuário expressa gratidão ao mencionar 'thanks so much for quick action', o que indica satisfação com o atendimento recebido."
244,335,AirAsiaSupport,False,Tue Oct 31 23:57:53 +0000 2017,"@115797 Hi Loreen,correction done! :) See you on board! Cheers!- Anwar","336,337",333.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação e entusiasmo ao informar que a correção foi feita e se despede de forma amigável com um 'Cheers!' e um sorriso, indicando um tom otimista e positivo.""
}",Positivo,"O usuário expressa satisfação e entusiasmo ao informar que a correção foi feita e se despede de forma amigável com um 'Cheers!' e um sorriso, indicando um tom otimista e positivo."
